User,Text
@mizgwt,"Còn đoạn đầu solo của saxophone đâu anh, đoạn dạo đầu của anh Hữu tài nghe nó lãng mạng quá mà cắt bỏ hicc"
@thanhhuongphaninh6899,Tuyệt phẩm!
@haanhphung2676,"Hay quá 
Chúc mừng Quốc Thiên và thành công của Skynote ❤"
@liemtranthanh9465,"bản phối anh HS làm lại nét quá trời nét, nghe mà thấm luôn"
@liemtranthanh9465,có thể nói là màn solo live hay nhất trong các concert của năm 2025
@tranvuonginfinite,Định không comment nhưng với Quốc Thiên thì chắc chắn là phải khen vì hát quá hay
@nhu1234le,Anh Thiên hát giống như đang kể câu chuyện của chính Anh Ấy Thấm
@nhu1234le,"Sâu lắng, lặng im từng chữ, tâm tình cảm xúc lắng đọng vào trong tim.🎉🎉 cảm ơn Anh"
@HoangNguyen-kt6nn,"ông thổi kèn đầu bài hợp với Dì Lệ lắm luôn, gồng khàn y như 2 giọt nước !!!!"
@dotruongdong96,Spotify luôn anh ơi
@Ruby-t2i-x7n,U mê giọng hát này
@leadcat7004,Nội dung này vừa đẹp trai vừa hát đỉnh
@NganRuby-n1n,Quốc Thiên hát Live mãi đỉnh
@ThuNguyen-gs9fj,Ra bản karaoke nữa a ơi
@luongcuong6657,"Lơi bài hát KẺ SAY TÌNH

Anh biết là buồn lắm chứ

Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Nguồn tin: LyricFind"
@khanhnguyen-zr2uk,A thiên ra karaoke bản này đi ạ
@ThanhLê-h4l,"Woa hay quá em trai ơi nghe tuyệt vời làm sao, chị chúc em trai có thật nhiều sức khỏe trong ơn thánh của tình yêu Ngôi Ba Thiên Chúa nhé ❤❤❤🎉🎉🎉🎉"
@vlogcuaphat8903,"Anh ơi, mất khúc đầu sexophone anh ơiiii 😢😢"
@hoangothanh2841,"Thiên mặc sơ mi trắng, hát thì hay điên đảo day dứt không gian sân khấu am nhạc đúng là hoàn hảo 🥰🥰"
@chinguyen62,Idol ơi ơi ơi ❤
@huynhxuanquyenofficial,"Nghe bạn hát mình thật sự cảm nhận được sự chân thật trong từng câu chữ. Bạn không cố khoe kỹ thuật, nhưng chính sự tự nhiên đó lại khiến cảm xúc lan tỏa mạnh hơn rất nhiều. Cảm giác như bạn đang kể lại câu chuyện của mình, và người nghe chỉ biết lặng im để cảm nhận"
@thinhletran-76e1,"Lời bài hát
Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@joosnowy7890,Quốc Thiên hát hay không phải bàn rồi nhưng mà Quốc Thiên lại còn đẹp trai quá điiiiii
@phuongphung5332,SAY QUÁ ĐI THÔI
@nguyenhuong9785,6:14 hát hay mà còn đẹp trai xuất sắc
@ĐạtNguyễn-z2p9r,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@ThuTran-ty2bf,đỉnh quá a ơi!!!! khen hoài cũng hết câu từ để khen. idol hát live mãi đỉnhhhhhh
@thihuongnguyen8004,Mong 2026 mình được đi nghe skynote của anh ❤
@FuckingWowShit,Đây rồi
@Mây-z9z5r,Đừg ai bỏ rơi ảh nữa được ko sao ảh nặg tìh đến vậy ❤️
@quantrankeebs2156,"Lên giúp em con mã Hoa và Váy đi anh ơi, em cần audioooooo"
@dieptran1307,Đỉnh quá QT.
@hauvan6971,Nào mới có karaoke bản này nhỉ
@hungvo7057,"Great 🎉
Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@HoàngNguyễnchương-d9w,Hát hqu quá🎉
@Mrdarked99,Đợi mãi bản này huhu
@NguyenThanhDung_Dzung,"Say clip 1 thì ở ngoài Say 10, thực sự anh hát live quá đỉnh ❤"
@thaophuong235,"Ngày hôm đó t chỉ quay 1 vài đoạn ngắn để làm kỉ niệm, còn lại thời gian ngồi thưởng thức âm nhạc, ta nói nó Lặng đến ngơ ngừoi ❤❤"
@HoThu-gd4qe,❤️❤️❤️
@hoangyentran1201,"mình là khán giả trực tiếp hôm đó. Nghe trên YTB đã hay rồi nhưng thật sự là ở ngoài anh Thiên hát vang và đẹp hơn như này luôn ạ, Mẹ em u50 khen nức nở. Mong cả nhà mình nếu có điều kiện hãy đi nghe show anh 1 lần. rất đáng tiền, dát vàng lỗ taiiii"
@muonphien3820,Ra  karaoke nữa
@HânTrầnTrúc-t8j,Nghe mà say quá
@protu8498,Hay quá. Sax quá đỉnh. Thiên hát khỏi bàn. Ước gì được hát chung với anh
@ALy-ix3lx,MÃI MÊ QUỐC THIÊN 🥰🥰🥰
@ocdien202,"Vẫn lâng lâng như ngày hôm đó, tại đó,...tất cả cảm xúc lần nào cũng trọn vẹn"
@BảoDiGia,Đỉnhhh❤❤
@aoman7851,Ra bản karaoke đi idol ơi
@TúNgôThị-c5s,Xem qua yt mà còn mê. Nghe trực tiếp chắc nghiện ko thoát nổi luôn
@hoaidiemvu6558,mỗi lần nghe là mỗi lần xúc động. Đúng là âm nhạc đến từ thiên đường
@ucsonnguyen6554,Hayy vcchhhh
@camvo6426,Hôm đó khi Thiên xuất hiện với chiếc sơ mi trắng và tiếng kèn vang lên thì xung quanh ồ lên tán thưởng
@hanghtt2,"QT ko nên đầu tư MV, hãy đầu tư concert để mọi ng thưởng thức giọng hát live rất đẹp 😂"
@vuvantung9375,"lời bài hát :
Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@hanghtt2,Đỉnh ạ❤
@khanhphạm-f7f,1 tuần nay bị dính cái đoạn saxophone Kẻ Say Tình 😅
@MyMy-j1n,"Hời ơi . Áo sơ mi trắng quần đen siêu động lòng luôn ạ ❤ xem Chạy Ngay Đi tập có anh QT , mê quá trời ❤ . Chúc anh luôn thành công và nhiều sức khoẻ ạ 🎉"
@HuongLe10-02,Hay và Say không có ngôn từ nào để diễn tả luôn Anh QT ơi !
@nguyenhuong9785,"sân khấu siêu đẹp, anh Thiên hát hay và suy quá huhu"
@dungtrung-n4d,Anh Thiên ca sỹ thực thụ giọng đỉnh+chất
@hiếuorgan,"Một bài hát thật sự hoàn hảo
từ Nhạc Sĩ, Ca Sĩ, Bend Nhạc, Sân Khấu
không biết khi nào Anh Quốc Thiên lại ra show mới 
để mình có thể đến thưởng thức trực tiếp ❤"
@dangan14,Ra bản karaoke đi ạ😅
@Capybara-m3z,Tiktok nhảy qua
@H9X-NKH,"Mới nghe bên đình dũng nói về bài từng yêu . E nghĩ a k hề biết về chuyện phòng trà lại k ghi rõ tiêu đề, mong a sớm giải quyết cho ổn thoả, a Quốc Thiên❤"
@ThangNguyen-bx2bt,ra karaoke bản phối này hay biết mấy ❤❤
@yurichan4992,Chết đứ đừ từ đoạn dạo đầu…
@thaigialia,"Anh biết là buồn lắm chứ 
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc 
Nước mắt tràn vào trong chiếc cốc trên tay 
Chỉ muốn say để quên đi những đọa đày 
Một kẻ yếu đuối đóng vai một người say 

Anh đã cố giả vờ hạnh phúc 
Để tháng năm kia quay lưng giã từ 
Nhưng càng cố lại càng đau đớn 
Khiến vết thương kia thêm rộng lớn 
Kẻ say tình thì làm gì có tháng năm đâu 
Chỉ giống như toa cuối ga tàu 
Mãi mãi là người đến sau 


/Chor:/
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì 
Buồn đau là anh, cay đắng cũng chỉ là anh 
Anh muốn một lần em nói xem 
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao 

Bao lời dối trá anh đã tha thứ cho em bằng tất cả 
Bỏ hết ngoài tai những lời nói người đời dèm pha 
Nhưng đến cuối cùng anh cũng hiểu ra 
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@kimlannguyen4379,Sao không giữ đoạn đầu luôn nhỉ?đoạn đó xong vào đoạn intro của sax nghe đã hơn
@ThuyTran-vd9je,👍
@aitoila9798,hay
@moctuyen9103,Lại nhớ Skynote
@EnjiayAle,Đỉnh quá anh ơi
@maiphuongtranthi3128,"Mới ra chưa tới 1 ngày mà chẳng biết replay bn lần rồi ko đếm đc, hết nằm hát rồi h leo giàn giáo hát luôn, ai chơi lại chèn 😂😂😂.Nghiện mất thôi T ơi. Hy vọng sky 2026 đc xem T hát."
@ktchannel2004,Ngày nào cũng lên tìm xem đã ra mắt ver này trên Youtube chưa. Mình sẽ luôn mở nó khi lái xe. Trời ạ... hay tuyệt vời.
@Meijan.71,"Anh Thiên ơi, em hóng bản live concert Kẻ say tình mấy hôm nay rồi ấy, nhưng mà sao bị thiếu 1 đoạn đầu của saxophone vậy anh ơi, huhu hôm SKYNote em có quay lại nè, nếu up đầy đủ thì trọn vẹn hơn ạ. Hóng anh lên dần các bài khác full HD không che nha hehe"
@nguyenthinhung8536,"Lần đầu tiên đi nghe live anh Thiên ở MTL, và sau đó không còn muốn nghe ai hát live ngoài anh nữa 😢"
@NhựtNguyễnQN,A Thiên mà ra karaoke bản này nữa thì tuyệt cà là vời luôn❤
@minhphung1758,mình cảm thấy nghe ko phê như mấy clip bên tiktok ta
@TrongNguyen-ur1rd,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@ThePhiLe-z3c,Hay.nổi hết cả da gà
@hi-OvO-hi,bài nào ảnh hát cũng hay z tr huhu
@anhduydinhngoc1881,cuối cùng cũng có r
@myhuynh3038,Hóng dài cả cổ lun 🤣🤣🤣
@hienngophu1608,Yêu sơ mi trắng hát tình ca ❤
@utbanh422,Tuyệt đối điện ảnh ❤
@giaotran.may94,Anh Thiên hát hay quá
@nguyenat5639,"hay quá, xứng đáng triệu view"
@quyentran8194,Quốc Thiên hát Ấm áp hay ❤🎉
@lephuongcongty4780,"QT mãi đỉnh, xuất sắc."
@VipYoutube-t5y,Đợi mãi đơii mãiiiiii. Luỵ quá 🎉🎉🎉
@linhpalan1483,Xuất sắc!
@PhuongNguyen-fw5lr,"thích bài này ghê, Quốc Thiên luôn biết đẩy cảm xúc lên cao để rồi chốt hạ bằng 1 cú highnote bung nóc."
@phanthuydiem2543,"Rất tuyệt vời 🎉❤
Trang phục, giọng hát 🎤🎧💫✨🎉💐❤️❤️❤️"
@QuyetNguyen-pw3md,thiếu mất đoạn intro u mê ban đầu rồi ạ
@huyenpham1129,"Bản này được thể hiện quá xuất sắc, tinh tế."
@kieuoanhnguyen5285,Viral cho tôi. 😭😭😭nghiện thật sự
@myle6872,Bài này hay quá nhưng mình lại thích có đủ đoạn phiêu đầu của saxophone
@diennguyen6574,Hay
@ThiMinhPhuongPham-hw8ep,The best !
@thienhoang7166,Suy ngang. Bao h có trên apple music v
@DuyNhanLe-ms1vz,Lại chờ đợi bản karaoke 🥹
@lequanghuan1726,Sự chờ đợi đã có kết quả cám ơn anh Quốc Thiên đã ra bản này ❤❤
@chauloanha6429,"❤ từ giọng hát, âm thanh, hình ảnh, sân khấu, tuyệt đỉnh không có gì để chê❤."
@leadcat7004,"Càng nghe càng thấm, bản phối này nâng tầm bài hát hẳn"
@1234BàiNhạcTrẻHayNhất,"Nghe trên đây mà nổi da gà, đi xem trực tiếp không biết tới cỡ nào 🥶"
@nguyenthuongofficial378,Mãi yêu ❤❤❤
@VyDuong-hd7ff,"Vì 1 người mà vô tình biết đến em. Từ đấy tình yêu tôi giành cho người ấy và Quốc Thiên vẫn còn đến giờ và có lẽ mãi về sau. Nhưng người ấy thì đã là chồng người khác, còn tôi mãi ở đây... Vẫn yêu Quốc Thiên là được ❤"
@LanTrần-n3p3n,"Nghiện luôn ùi, quá hay ạ❤❤❤"
@LamCam-jc7zu,hay quá anh thiên
@trungkienvevo2,"Cũng là ver SKYNote nhưng đã chỉnh sữa trau chuốt lại rồi nên thấy không hay bằng Fan Cam, mình tiếp tục nghe Fan Cam."
@khanhnguyen-zr2uk,Bản này hay quá ra karaoke anh ơi
@thanhvan-o4j9n,Có bản karaok chưa a trai
@truongluc6418,Lên bản kara th anh
@quanghuong1741,Nghe hoài ko chán. Đỉnh thật sự luôn.
@lehoc7260,❤❤❤❤❤❤❤❤
@vannhieu,Hạnh phúc là ảo mộng giữa chúng ta ❤
@nganong5053,Bai nghe bình thường muốn chết rồi mà nay còn saxophone nua 😢
@Leadcat-k2e,"Khung cảnh thần tiên, giọng hát dát vàng lỗ tai, stage mình luỵ nhất ở SKYNote"
@thainguyen2196,"Tiếc là đoạn saxophone tự do phiêu ở đầu intro đã bị cắt đi,đó là 1 thiếu sót rất lớn cho cảm xúc của bài này"
@doanthilinh1192,"đoạn intro hay quá nhờ. lỡ hẹn skynote năm nay, hẹn 1 ngày khác gần nhất sẽ gặp thiên"
@PhươngMinh-o1c,Hay quá 😊
@thn12316,Thương Thiên rất nhiều 🩵🩵🩵
@longnguyen5464,Bài này có up lên apple music ko ạ
@QuocHuyyyy,Đỉnh quá a ơi
@phamgiakhanh5230,"sao không có đoạn trước đó nữa nhỉ, mình nghe đoạn đó thấmm"
@top7kithu640,"cuối cùng thì một bài hát ballad vẫn chiếm đc spl quá nổi bật, tuyệt vời anh ơiii"
@nhunghuynh6321,"Hôm concert nghe bài này mê luôn, giờ nghe lại vẫn mê"
@thu-v9n,Chuc anh luon thanh cong trong su nghiep anh nhe hihihi❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@thu-v9n,Quoc thien oi xin loi anh nhieu nha❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@thu-v9n,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@GiangLe-gt6kq,Đợi anh hổm rài
@oanper2421,kể từ hôm Concert đến bây giờ ngày phải xem 10 lần. quá đỉnh rồi a Thiên ơiii🎉🎉
@DatDuocDi,Sao ko đoạn phiêu saxophone lúc đầu vậy a Thiênn 🥹 Bản chuẩn này để up lên các nền tảng stream thì oke chứ video trình diễn như này thì đầy đủ chớ
@ĐàiLoanKinhNghiệm,Từ ông đầu trọc nhật bản qua đây thì like
@GZoneH76,1 version quá hay
@TranChung-t6n,😇
@xuannguyen-mc4nz,Vẫn chưa thoát khỏi SKYNote 2025 chính quyền ơi
@HieuNguyen-zr8bo,Có bản karaoke nữa thì ❤ luôn
@walkingtheuk,Hát gì mà hay dữ thần!
@ngocthaobui9727,"Bản live tuyệt vời,❤"
@yennhivu9419,Mê quá ạaa
@thietnguyen3797,ra bản karaoke luôn thiên ơi
@NguyenThuy-hv2le,"🍓 của DKZZ đến và manifest cho video bài hát này sẽ thật viral . Vì ko viral quả thật rất đáng tiếc . Một bài hát rất dễ thuộc lời, hợp thị hiếu, rất hay, cực kỳ hay, được anh Quốc Thiên hát nữa nên nâng tầm bài hát lên tầm cao mới, kèm thêm bản phối với kèn saxiphone đúng là tuyệt đối nghệ thuật. Bài này là bài mình thích nhất trong selist của concert . Chúc mừng anh Quốc Thiên có 1 concert hoành tráng và thành công ạ 🎉🎉🎉"
@NgocDr,Ngày nào cũng lướt tiktok cũng gặp cũng phải dừng lại để nghe 😢😢
@phantram7996,"Hay nhất trg tất cả những ng từng hát , nhẹ nhàng mà sâu lắng"
@ThuyThu-wr3wd,"Trời ơi đoạn cuối hay quá, kèm tiếng saxophone nữa, nghe mà thất tình ngang ❤❤"
@phuongdao6234,Giọng hát tuyệt vời
@lilauyen9996,Mê không lối thoát 💙💙💙
@thinhhuynh5466,Hay thế nhỉ
@_NguyenTranSongNguyen,Anh Thiên cho em xin cái intro dài kia kìa hic hic 😢😢😢
@nguyenkhang9553,Saxoman Best điên...mau ra beat sốp ơi....!
@NguyenHuy-bi1io,đợi bản này quá lâuuuuu
@cuong1913,Tuyệt vời🎉đã có bản final😊
@QuyetNguyen-pw3md,Phê ê ê.....
@KEN-w4u6d,Ra Karaoke đi anh
@phangiabsmientrung4753,Tuyệt vờiiiiii
@hutic1910,"Lưu ý : đoạn saxo tinh giản để ra bản karaoke cho phù hợp với time chứ giờ muốn hát mà nghe intro dài thì mấy đứa chờ hát sau nó x2,x3"
@42nguyenichthuan6,"chưa bao giờ nghe mà điên như lúc này, mấy nay chỉ replay fancam đến nay mới được nghe chính, quá điên cho 1 buổi concert."
@mkhuongg0705,Chờ bữa giờ cuối cùng cũng có
@quangthanh4154,Thiếu 15s đầu 😢
