User,Text,emoji_pos,emoji_neg,emoji_neu,num_emoji_pos,num_emoji_neg,num_emoji_neu,cleaned_text,tokenized,label
@hienbicb5527,😅😅😅❤❤❤❤,😅😅😅❤❤❤❤,,,7,0,0,,[],1
@duytuan7447,"Đúng là học Tâm lý học có khác, tương tác tốt ghê. Nhưng mà tiếc là hơi ngắn.",,,,0,0,0,học tâm_lý_học tương_tác ghê nhưng_mà tiếc hơi ngắn,"['đúng', 'là', 'học', 'tâm_lý_học', 'có', 'khác', 'tương_tác', 'tốt', 'ghê', 'nhưng_mà', 'tiếc', 'là', 'hơi', 'ngắn']",2
@TẤNTHỊNHLÊ-r7z,khả năng set này ảnh thuê anh Long về:)),,,,0,0,0,khả_năng set ảnh thuê long,"['khả_năng', 'set', 'này', 'ảnh', 'thuê', 'anh', 'long', 'về']",2
@lebang4837,4:34 ủa acoustic gì gì nè,,,,0,0,0,434 ủa_acoustic nè,"['434', 'ủa_acoustic', 'gì', 'gì', 'nè']",2
@hainguyenvan4537,Thấy set này Nam vô duyên quá khi cứ thấy người khác ra làm trò đùa và body shaming người khác,,,,0,0,0,set nam vô_duyên trò_đùa body shaming,"['thấy', 'set', 'này', 'nam', 'vô_duyên', 'quá', 'khi', 'cứ', 'thấy', 'người', 'khác', 'ra', 'làm', 'trò_đùa', 'và', 'body', 'shaming', 'người', 'khác']",2
@Um2410,Tuyệt vời ❤❤❤❤❤ cười từ đầu tới cuối,❤❤❤❤❤,,,5,0,0,tuyệt_vời cười đầu,"['tuyệt_vời', 'cười', 'từ', 'đầu', 'tới', 'cuối']",1
@onn6516,Ảnh hài mà ảnh ít video quá 😢😢😢,,😢😢😢,,0,3,0,ảnh hài ảnh video,"['ảnh', 'hài', 'mà', 'ảnh', 'ít', 'video', 'quá']",0
@AnhNgoc-tm3tv,Chờ mong anh Nam mãiii,,,,0,0,0,chờ_mong nam mãiii,"['chờ_mong', 'anh', 'nam', 'mãiii']",2
@meid_quynh,"set diễn này của Nam cười từ đầu đến tận cái bắt tay cuối, quá đỉnh!",,,,0,0,0,set diễn nam cười đầu tận bắt_tay đỉnh,"['set', 'diễn', 'này', 'của', 'nam', 'cười', 'từ', 'đầu', 'đến', 'tận', 'cái', 'bắt_tay', 'cuối', 'quá', 'đỉnh']",2
@viduongtrieu2828,Má bựa vãiii😂,😂,,,1,0,0,má bựa vãiii,"['má', 'bựa', 'vãiii']",1
@nhangun,"Cái vụ comment chửi má đó làm mình nhớ hồi thanh niên đá bóng, đội bóng thì bố mình làm hlv. Sau 1 quả mình chuyền hòng hay lỗi gì đó ông già ngoài sân chửi ""đcm m đá cái kiểu gì thế"" mình cũng nghĩ ""ủa, có gì về nhà mà đ chứ ông già"" haha chết cười.",,,,0,0,0,vụ comment chửi má hồi thanh_niên đá bóng đội bóng bố hlv 1 chuyền hòng lỗi ông_già sân chửi đcm m đá kiểu đ ông_già haha chết cười,"['cái', 'vụ', 'comment', 'chửi', 'má', 'đó', 'làm', 'mình', 'nhớ', 'hồi', 'thanh_niên', 'đá', 'bóng', 'đội', 'bóng', 'thì', 'bố', 'mình', 'làm', 'hlv', 'sau', '1', 'quả', 'mình', 'chuyền', 'hòng', 'hay', 'lỗi', 'gì', 'đó', 'ông_già', 'ngoài', 'sân', 'chửi', 'đcm', 'm', 'đá', 'cái', 'kiểu', 'gì', 'thế', 'mình', 'cũng', 'nghĩ', 'ủa', 'có', 'gì', 'về', 'nhà', 'mà', 'đ', 'chứ', 'ông_già', 'haha', 'chết', 'cười']",2
@doanhvuong926,xuất ...xuất sắc a ơi :>>,,,,0,0,0,xuất xuất_sắc a,"['xuất', 'xuất_sắc', 'a', 'ơi']",1
@yuri_chan1808,❤,❤,,,1,0,0,,[],1
@Khôis899,"Joke đoạn 7:30 tới 9:57 làm mình nhớ tới mấy câu ẩn dụ, scheme hay chơi chữ đồng âm khác nghĩa của mấy ông battler viết tốt từ nước ngoài lẫn Việt Nam. Càng xem hài độc thoại mình càng nhìn thấy nhiều điểm chung giữa battle rap và nó. Thực sự respect những người như anh Nam. Mình xem battle rap cũng khá nhiều và mình cũng từng viết battle nên cũng biết là để có những câu như vậy phải bỏ rất nhiều chất xám công sức set up câu từ. Big respect to Phương Nam.",,,,0,0,0,joke đoạn 730 957 mấy câu ẩn_dụ scheme chữ đồng_âm nghĩa mấy battler viết nước_ngoài lẫn việt_nam hài độc_thoại battle rap thực_sự respect nam battle rap viết battle câu như_vậy chất_xám công_sức set up câu big respect to_phương nam,"['joke', 'đoạn', '730', 'tới', '957', 'làm', 'mình', 'nhớ', 'tới', 'mấy', 'câu', 'ẩn_dụ', 'scheme', 'hay', 'chơi', 'chữ', 'đồng_âm', 'khác', 'nghĩa', 'của', 'mấy', 'ông', 'battler', 'viết', 'tốt', 'từ', 'nước_ngoài', 'lẫn', 'việt_nam', 'càng', 'xem', 'hài', 'độc_thoại', 'mình', 'càng', 'nhìn', 'thấy', 'nhiều', 'điểm', 'chung', 'giữa', 'battle', 'rap', 'và', 'nó', 'thực_sự', 'respect', 'những', 'người', 'như', 'anh', 'nam', 'mình', 'xem', 'battle', 'rap', 'cũng', 'khá', 'nhiều', 'và', 'mình', 'cũng', 'từng', 'viết', 'battle', 'nên', 'cũng', 'biết', 'là', 'để', 'có', 'những', 'câu', 'như_vậy', 'phải', 'bỏ', 'rất', 'nhiều', 'chất_xám', 'công_sức', 'set', 'up', 'câu', 'từ', 'big', 'respect', 'to_phương', 'nam']",2
@HanaReviewPhim_137,Mãi yêu Nam chỉ coi Nam❤❤❤❤❤,❤❤❤❤❤,,,5,0,0,mãi yêu nam coi nam,"['mãi', 'yêu', 'nam', 'chỉ', 'coi', 'nam']",1
@MyTrương-e9i,"Show này mik thấy saigon tếu thấy ai cx diễn hay ấy kiểu tạo cảm giác mọi người cố gắn để set diễn tốt lên từg ngày ,chuyện anh Nam nói khi làm cái nghề này bị nhiều bình luận tiêu cực thì mik cũg côg nhận sẽ có, vì các bình luận tiêu cực dành cho mn thì mik cũg đọc qua rồi nhưg theo hướg mik thì hài độc thoại nó vẫn còn là cái j mới mẻ đối với vài người nên có những người ngta sẽ thấy k hợp họ nên lời nói của ngta nó vô tình nặg nề khi nói ra cảm nhận của họ nhưg cũg sẽ có những người côg nhận sự cố gắn của mọi người để cho khán giả nhữg set diễn tốt nhất mình từg đọc được một bình luận là bảo bn này k hợp cái này bn kia ko hợp với nghề này rồi bn kia diễn dở k ai diễn hay này kia nhưg mình thấy là có nhữg bn trog tếu thả miếg rất hay nhưg vẫn k biết cách nhấn nhá hay làm nó có miếg hơn thôi với đã có đam mê thì làm hết mình thôi chả vc gì phải ko hợp k hợp thì mình học hỏi mik trao dồi rồi mình làm nó hợp với mik thôi chả vc gì phải để ý quá nhiều vào nhữg câu nói tiêu cực vì phải trải nghiệm mới biết mik ngag nào rồi thay đổi rồi trao dồi thêm chớ và cũg mog saigon tếu sẽ chờ đến khi mình có kinh tế để có thể đi du lịch và xem saigon tếu diễn với cươg vị là người ngồi và tận mắt xem saigon tếu diễn",,,,0,0,0,show saigon tếu cx_diễn kiểu cảm_giác cố gắn set_diễn từg nam nghề bình_luận tiêu_cực cũg côg bình_luận tiêu_cực cũg đọc nhưg hướg hài độc_thoại mới_mẻ đối_với ngta không_hợp lời_nói ngta vô_tình nặg_nề cảm_nhận nhưg cũg côg sự_cố gắn khán_giả nhữg set diễn từg đọc bình_luận bảo bn không_hợp bn kia không_hợp nghề bn kia diễn_dở không_ai diễn kia nhưg nhữg bn trog tếu thả miếg nhưg không_biết nhấn_nhá miếg đam_mê hết_mình chả_vc không_hợp không_hợp học_hỏi trao_dồi hợp chả_vc để_ý nhữg câu tiêu_cực trải_nghiệm ngag thay_đổi trao dồi chớ_và cũg mog saigon_tếu chờ kinh_tế có_thể đi du_lịch saigon tếu_diễn cươg_vị tận_mắt saigon tếu diễn,"['show', 'này', 'mình', 'thấy', 'saigon', 'tếu', 'thấy', 'ai', 'cx_diễn', 'hay', 'ấy', 'kiểu', 'tạo', 'cảm_giác', 'mọi', 'người', 'cố', 'gắn', 'để', 'set_diễn', 'tốt', 'lên', 'từg', 'ngày', 'chuyện', 'anh', 'nam', 'nói', 'khi', 'làm', 'cái', 'nghề', 'này', 'bị', 'nhiều', 'bình_luận', 'tiêu_cực', 'thì', 'mình', 'cũg', 'côg', 'nhận', 'sẽ', 'có', 'vì', 'các', 'bình_luận', 'tiêu_cực', 'dành', 'cho', 'mọi', 'người', 'thì', 'mình', 'cũg', 'đọc', 'qua', 'rồi', 'nhưg', 'theo', 'hướg', 'mình', 'thì', 'hài', 'độc_thoại', 'nó', 'vẫn', 'còn', 'là', 'cái', 'gì', 'mới_mẻ', 'đối_với', 'vài', 'người', 'nên', 'có', 'những', 'người', 'ngta', 'sẽ', 'thấy', 'không_hợp', 'họ', 'nên', 'lời_nói', 'của', 'ngta', 'nó', 'vô_tình', 'nặg_nề', 'khi', 'nói', 'ra', 'cảm_nhận', 'của', 'họ', 'nhưg', 'cũg', 'sẽ', 'có', 'những', 'người', 'côg', 'nhận', 'sự_cố', 'gắn', 'của', 'mọi', 'người', 'để', 'cho', 'khán_giả', 'nhữg', 'set', 'diễn', 'tốt', 'nhất', 'mình', 'từg', 'đọc', 'được', 'một', 'bình_luận', 'là', 'bảo', 'bn', 'này', 'không_hợp', 'cái', 'này', 'bn', 'kia', 'không_hợp', 'với', 'nghề', 'này', 'rồi', 'bn', 'kia', 'diễn_dở', 'không_ai', 'diễn', 'hay', 'này', 'kia', 'nhưg', 'mình', 'thấy', 'là', 'có', 'nhữg', 'bn', 'trog', 'tếu', 'thả', 'miếg', 'rất', 'hay', 'nhưg', 'vẫn', 'không_biết', 'cách', 'nhấn_nhá', 'hay', 'làm', 'nó', 'có', 'miếg', 'hơn', 'thôi', 'với', 'đã', 'có', 'đam_mê', 'thì', 'làm', 'hết_mình', 'thôi', 'chả_vc', 'gì', 'phải', 'không_hợp', 'không_hợp', 'thì', 'mình', 'học_hỏi', 'mình', 'trao_dồi', 'rồi', 'mình', 'làm', 'nó', 'hợp', 'với', 'mình', 'thôi', 'chả_vc', 'gì', 'phải', 'để_ý', 'quá', 'nhiều', 'vào', 'nhữg', 'câu', 'nói', 'tiêu_cực', 'vì', 'phải', 'trải_nghiệm', 'mới', 'biết', 'mình', 'ngag', 'nào', 'rồi', 'thay_đổi', 'rồi', 'trao', 'dồi', 'thêm', 'chớ_và', 'cũg', 'mog', 'saigon_tếu', 'sẽ', 'chờ', 'đến', 'khi', 'mình', 'có', 'kinh_tế', 'để', 'có_thể', 'đi', 'du_lịch', 'và', 'xem', 'saigon', 'tếu_diễn', 'với', 'cươg_vị', 'là', 'người', 'ngồi', 'và', 'tận_mắt', 'xem', 'saigon', 'tếu', 'diễn']",2
@giahng0104,"""ĐỨA NÀOOOOOO""",,,,0,0,0,đứa nàoooooo,"['đứa', 'nàoooooo']",2
@minhtuan7053,Mày ra mà ko ai cười là có chuyện đấy 😄😄😄😄,😄😄😄😄,,,4,0,0,mày không_ai cười đấy,"['mày', 'ra', 'mà', 'không_ai', 'cười', 'là', 'có', 'chuyện', 'đấy']",1
@lI-_-lI,"Nam diễn lần này miếng hài tự nhiên đến khá ngẫu hứng nhưng sự cb cho tiết mục hơi ít và k liên kết cho lắm, chưa giải quyết vấn đề này đã nhảy sang vấn đề khác.",,,,0,0,0,nam diên lân miêng hai tư_nhiên đên kha ngâu_hưng sư cb tiêt muc hơi it_va không_liên_kêt lăm chưa_giai_quyêt vân đê đa_nhay vân đê khac,"['nam', 'diên', 'lân', 'nay', 'miêng', 'hai', 'tư_nhiên', 'đên', 'kha', 'ngâu_hưng', 'nhưng', 'sư', 'cb', 'cho', 'tiêt', 'muc', 'hơi', 'it_va', 'không_liên_kêt', 'cho', 'lăm', 'chưa_giai_quyêt', 'vân', 'đê', 'nay', 'đa_nhay', 'sang', 'vân', 'đê', 'khac']",2
@thekhangnguyen3332,"cừ rung cái giường là có thật ae ơi. Cảm ơn a Nam, lâu rồi mới vui zay á",,,,0,0,0,cừ rung giường anh_em cảm_ơn a_nam vui zay,"['cừ', 'rung', 'cái', 'giường', 'là', 'có', 'thật', 'anh_em', 'ơi', 'cảm_ơn', 'a_nam', 'lâu', 'rồi', 'mới', 'vui', 'zay', 'á']",2
@cindyvuong6246,Phương Nam nay diện mạo rất ổn. E diễn rất hay trong set này. Mãi iu,,,,0,0,0,phương nam diện_mạo ổn e_diễn set mãi iu,"['phương', 'nam', 'nay', 'diện_mạo', 'rất', 'ổn', 'e_diễn', 'rất', 'hay', 'trong', 'set', 'này', 'mãi', 'iu']",1
@industry_barber,*Long đã xem và đánh giá*,,,,0,0,0,long đánh_giá,"['long', 'đã', 'xem', 'và', 'đánh_giá']",2
@AnPhuocTube,Nam phải trả lại $ vé cho a Long phụ diển quá hay,,,,0,0,0,nam vé a long phụ diển,"['nam', 'phải', 'trả', 'lại', 'vé', 'cho', 'a', 'long', 'phụ', 'diển', 'quá', 'hay']",2
@mrdoi2007,Ớ ớ ớ xuất xuất xuất hoá đơn luôn em owiii😂😂😂❤❤❤,😂😂😂❤❤❤,,,6,0,0,ớ_ớ xuất xuất_xuất hóa_đơn owiii,"['ớ', 'ớ_ớ', 'xuất', 'xuất_xuất', 'hóa_đơn', 'luôn', 'em', 'owiii']",1
@marrysilly212,Tập này coi cừi điên luôn😂😂😂,😂😂😂,,,3,0,0,tập coi cừi điên,"['tập', 'này', 'coi', 'cừi', 'điên', 'luôn']",1
@ArisTran09,ê set này hay chấn động á,,,,0,0,0,ê_set chấn_động,"['ê_set', 'này', 'hay', 'chấn_động', 'á']",2
@danhtran5180,Đợi mỗi a nam,,,,0,0,0,đợi a nam,"['đợi', 'mỗi', 'a', 'nam']",2
@quangminhtruong6920,xuất xuất... xuất gì cơ?,,,,0,0,0,xuất xuất_xuất,"['xuất', 'xuất_xuất', 'gì', 'cơ']",2
@daicomcamu,"Lần diễn này hộp gu mình nha, hay và đã",,,,0,0,0,diễn hộp gu nha,"['lần', 'diễn', 'này', 'hộp', 'gu', 'mình', 'nha', 'hay', 'và', 'đã']",2
@huynguyen-uq8ut,"Lâu lắm rồi mới lại xem Set diễn của Phương Nam Tobokki, lần này mang năng lượng khác, hình như trang phục cũng khác,đô hơn, kiểu tóc nữa, và hơn hết là mọi thứ nó up grade lên 1 level mới luôn ấy, có rất nhiều miếng trong set này luôn mà miếng nào cũng hài, đỉnh nhất chắc là Xuất..... Hóa đơn vs Đứa nào 🎉🎉🎉 Bravo PN , trình lên quá lên r ,Go International",🎉🎉🎉,,,3,0,0,lắm set_diễn phương nam tobokki năng_lượng hình_như trang_phục khácđô kiểu tóc up grade 1 level miếng set miếng hài_đỉnh xuất_hóa đơn vs đứa bravo pn_trình go international,"['lâu', 'lắm', 'rồi', 'mới', 'lại', 'xem', 'set_diễn', 'của', 'phương', 'nam', 'tobokki', 'lần', 'này', 'mang', 'năng_lượng', 'khác', 'hình_như', 'trang_phục', 'cũng', 'khácđô', 'hơn', 'kiểu', 'tóc', 'nữa', 'và', 'hơn', 'hết', 'là', 'mọi', 'thứ', 'nó', 'up', 'grade', 'lên', '1', 'level', 'mới', 'luôn', 'ấy', 'có', 'rất', 'nhiều', 'miếng', 'trong', 'set', 'này', 'luôn', 'mà', 'miếng', 'nào', 'cũng', 'hài_đỉnh', 'nhất', 'chắc', 'là', 'xuất_hóa', 'đơn', 'vs', 'đứa', 'nào', 'bravo', 'pn_trình', 'lên', 'quá', 'lên', 'rồi', 'go', 'international']",1
@jhoang8334,Khán giả bỏ tiền đi coi Nam là chính,,,,0,0,0,khán_giả tiền đi coi nam,"['khán_giả', 'bỏ', 'tiền', 'đi', 'coi', 'nam', 'là', 'chính']",2
@Eric.H16,đỉnh thật sự. 100000đ anh Nam ơii,,,,0,0,0,đỉnh thật_sự 100000 đ nam ơii,"['đỉnh', 'thật_sự', '100000', 'đ', 'anh', 'nam', 'ơii']",2
@tranngocmyquyen7431,"ko uổng công chờ đợi, anh Nam tương tác với khán giả và làm chủ sân khấu quá đỉnh. Chị Huyền Khanh khúc cuối ra chào khán giả xinh gái quá",,,,0,0,0,không_uổng_công chờ_đợi nam tương_tác khán_giả làm_chủ sân_khấu đỉnh huyền_khanh khúc chào khán_giả xinh_gái,"['không_uổng_công', 'chờ_đợi', 'anh', 'nam', 'tương_tác', 'với', 'khán_giả', 'và', 'làm_chủ', 'sân_khấu', 'quá', 'đỉnh', 'chị', 'huyền_khanh', 'khúc', 'cuối', 'ra', 'chào', 'khán_giả', 'xinh_gái', 'quá']",2
@hauduongminh5343,Hay vãiiiiiii,,,,0,0,0,vãiiiiiii,"['hay', 'vãiiiiiii']",2
@wbuvn,set này thật sự wow,,,,0,0,0,set thật_sự wow,"['set', 'này', 'thật_sự', 'wow']",2
@doannguyen-t1x,Nam ok hp4a,,,,0,0,0,nam ổn hp4a,"['nam', 'ổn', 'hp4a']",1
@huephan6812,😂😂😂❤❤❤,😂😂😂❤❤❤,,,6,0,0,,[],1
@ngoctham6307,"Hay quá, a Nam diễn càng ngày càng hay. Mà nay anh tập gym thấy người be ra, nhìn soái ghê á",,,,0,0,0,a_nam diễn càng_ngày_càng tập gym be soái ghê_á,"['hay', 'quá', 'a_nam', 'diễn', 'càng_ngày_càng', 'hay', 'mà', 'nay', 'anh', 'tập', 'gym', 'thấy', 'người', 'be', 'ra', 'nhìn', 'soái', 'ghê_á']",2
@KEVINKC-l2l,"Đề nghị nhóm phải trả cat xê cho anh trai ""triệt lông đầu"" nữa. Ổng góp công rất lớn vào thành công của set diễn này ❤",❤,,,1,0,0,đề_nghị cat xê anh_trai triệt_lông đầu góp_công thành_công set_diễn,"['đề_nghị', 'nhóm', 'phải', 'trả', 'cat', 'xê', 'cho', 'anh_trai', 'triệt_lông', 'đầu', 'nữa', 'ổng', 'góp_công', 'rất', 'lớn', 'vào', 'thành_công', 'của', 'set_diễn', 'này']",1
@Xuanphuocbenz,"đỉnh quá anh ơi, từ nay nói chiện với ny bao dính…😂😂😂",😂😂😂,,,3,0,0,đỉnh chiện ny bao dính,"['đỉnh', 'quá', 'anh', 'ơi', 'từ', 'nay', 'nói', 'chiện', 'với', 'ny', 'bao', 'dính']",1
@caominhtri2338,phần tương tác đó cũng có kịch bản,,,,0,0,0,tương_tác kịch_bản,"['phần', 'tương_tác', 'đó', 'cũng', 'có', 'kịch_bản']",2
@KEVINKC-l2l,Phương Nam vẫn là một đẳng cấp khác biệt 🎉,🎉,,,1,0,0,phương nam đẳng_cấp khác_biệt,"['phương', 'nam', 'vẫn', 'là', 'một', 'đẳng_cấp', 'khác_biệt']",1
@ThuanNguyen-dg3wq,Nay Nam mập lên thấy rõ.,,,,0,0,0,nam_mập,"['nay', 'nam_mập', 'lên', 'thấy', 'rõ']",2
@thanhvinh2708,Mắc cười khúc xuất hoá đơn😂,😂,,,1,0,0,mắc cười khúc_xuất hóa đơn,"['mắc', 'cười', 'khúc_xuất', 'hóa', 'đơn']",1
@NôngVũ-f1t,Đợi mãi phương nam thôi =)),,,,0,0,0,đợi mãi phương nam,"['đợi', 'mãi', 'phương', 'nam', 'thôi']",2
@tranlamle3368,"Nam chưa bao giờ làm chúng ta thất vọng,😂",😂,,,1,0,0,nam chưa_bao_giờ chúng_ta thất_vọng,"['nam', 'chưa_bao_giờ', 'làm', 'chúng_ta', 'thất_vọng']",1
@lyly-ug1ip,Lần này thấy Nam hay vãi 👍👏❤,👍👏❤,,,3,0,0,nam vãi,"['lần', 'này', 'thấy', 'nam', 'hay', 'vãi']",1
@linhnguyen-mb3gl,Xuất hóa đơn cho a luôn em ơi :)),,,,0,0,0,xuất hóa_đơn a,"['xuất', 'hóa_đơn', 'cho', 'a', 'luôn', 'em', 'ơi']",2
@Th3_RatKing-Duo,hình như tâm lý có chút biến đổi và giao động,,,,0,0,0,hình_như tâm_lý chút biến_đổi giao_động,"['hình_như', 'tâm_lý', 'có', 'chút', 'biến_đổi', 'và', 'giao_động']",2
@ame-vtuber-vn,Mn công nhận style lần này của ổng rất Vũ á,,,,0,0,0,mn công_nhận style vũ_á,"['mn', 'công_nhận', 'style', 'lần', 'này', 'của', 'ổng', 'rất', 'vũ_á']",2
@trungnha6969,Flop quá thì đăng clip Phương Nam,,,,0,0,0,flop đăng_clip phương nam,"['flop', 'quá', 'thì', 'đăng_clip', 'phương', 'nam']",2
@nguyenanhduc9688,"Hay nha. SGT còn PNam cứu lại hết, còn lại cần phát huy nhiều",,,,0,0,0,nha sgt pnam_cứu phát_huy,"['hay', 'nha', 'sgt', 'còn', 'pnam_cứu', 'lại', 'hết', 'còn', 'lại', 'cần', 'phát_huy', 'nhiều']",2
@minhquanbrvt,"Ngắn mà chất, KG cũng rất xịn nữa",,,,0,0,0,ngắn chất kg xịn,"['ngắn', 'mà', 'chất', 'kg', 'cũng', 'rất', 'xịn', 'nữa']",2
@ucanhpho7835,Khúc a Lộc đầu Chồn đâu gòi 😝😝,,,,0,0,0,khúc a_lộc đầu chồn gòi,"['khúc', 'a_lộc', 'đầu', 'chồn', 'đâu', 'gòi']",2
@tuongvinguyen8908,Sg tếu mãi đỉnh. Rất khâm phục các bạn. Tuàn nào cũng mong có video để coi,,,,0,0,0,sg tếu mãi_đỉnh khâm_phục tuàn mong video coi,"['sg', 'tếu', 'mãi_đỉnh', 'rất', 'khâm_phục', 'các', 'bạn', 'tuàn', 'nào', 'cũng', 'mong', 'có', 'video', 'để', 'coi']",2
@yoshizang2819,Nói cái này hông có gì đâu nhưng mà khi xem video này của Phương Nam tui thấy một chút gì đó phong cách của Anh Dưa Leo,,,,0,0,0,hông nhưng_mà video phương nam tui một_chút phong_cách dưa leo,"['nói', 'cái', 'này', 'hông', 'có', 'gì', 'đâu', 'nhưng_mà', 'khi', 'xem', 'video', 'này', 'của', 'phương', 'nam', 'tui', 'thấy', 'một_chút', 'gì', 'đó', 'phong_cách', 'của', 'anh', 'dưa', 'leo']",2
@kienha2888,"Show 16+ nên a Nam khác nhiều lắm ấy, mấy vid trước mình chưa thấy một hình ảnh như thế này kkk",,,,0,0,0,show 16 a_nam lắm mấy vid chưa_thấy hình_ảnh thế_này kkk,"['show', '16', 'nên', 'a_nam', 'khác', 'nhiều', 'lắm', 'ấy', 'mấy', 'vid', 'trước', 'mình', 'chưa_thấy', 'một', 'hình_ảnh', 'như', 'thế_này', 'kkk']",2
@ngoctongpsy,Xem đi xem lại ko chán,,,,0,0,0,đi xem_lại không_chán,"['xem', 'đi', 'xem_lại', 'không_chán']",2
@QuangPham-um4oy,Nói hơi nhiều về tóc nha 😂,😂,,,1,0,0,hơi tóc nha,"['nói', 'hơi', 'nhiều', 'về', 'tóc', 'nha']",1
@QUANGVINHBUI-v3p,"Đứaaaaaa nàoooooo,đứaaaaaaa nàooooo cmt chửi đâu🔪🔪",,,,0,0,0,đứaaaaaa nàoooooođứaaaaaaa nàooooo_cmt chửi,"['đứaaaaaa', 'nàoooooođứaaaaaaa', 'nàooooo_cmt', 'chửi', 'đâu']",2
@NguyenKhanhNam1708,Ba anh Nam tên Nhân mà ko mời dc thì mời anh Trúc Nhân đi vì cùng tên Nhân mà,,,,0,0,0,nam nhân không_mời mời trúc_nhân đi nhân,"['ba', 'anh', 'nam', 'tên', 'nhân', 'mà', 'không_mời', 'được', 'thì', 'mời', 'anh', 'trúc_nhân', 'đi', 'vì', 'cùng', 'tên', 'nhân', 'mà']",2
@PhucNguyen-vw8gw,Đang đau răng khôn mà xem set này tét m nú luôn qá😂😂,😂😂,,,2,0,0,đau răng_khôn set tét m nú qá,"['đang', 'đau', 'răng_khôn', 'mà', 'xem', 'set', 'này', 'tét', 'm', 'nú', 'luôn', 'qá']",1
@hoaithule2119,Aaaaaa đây r đợi mãi á nha phương nam oiiiii,,,,0,0,0,aaaaaa đợi mãi á_nha phương nam oiiiii,"['aaaaaa', 'đây', 'rồi', 'đợi', 'mãi', 'á_nha', 'phương', 'nam', 'oiiiii']",2
@Infl-f4m,Phương Nam dạo này béo nhỉ,,,,0,0,0,phương nam dạo béo,"['phương', 'nam', 'dạo', 'này', 'béo', 'nhỉ']",2
@Cúniumeomeo,"Tr ơi lần này tốt hơn quá trời , đột phá ghê luôn",,,,0,0,0,tr trời đột_phá ghê,"['tr', 'ơi', 'lần', 'này', 'tốt', 'hơn', 'quá', 'trời', 'đột_phá', 'ghê', 'luôn']",2
@will.liuliu,"Long không lông, cừi mún quặn ruột lun quá",,,,0,0,0,long không_lông cừi_mún quặn ruột_lun,"['long', 'không_lông', 'cừi_mún', 'quặn', 'ruột_lun', 'quá']",2
@LongTri81,Cầm dao lên!!! Vui hay là nhạy cảm!,,,,0,0,0,cầm dao vui hay_là nhạy_cảm,"['cầm', 'dao', 'lên', 'vui', 'hay_là', 'nhạy_cảm']",2
@hiennguyenthu5099,"quá đỉnh, quá hay, mình đã tua lại 20 lần",,,,0,0,0,đỉnh tua 20,"['quá', 'đỉnh', 'quá', 'hay', 'mình', 'đã', 'tua', 'lại', '20', 'lần']",2
@longlimbđs,Dcmm sao mày hài thế hả nam,,,,0,0,0,dcmm mày hài_thế hả nam,"['dcmm', 'sao', 'mày', 'hài_thế', 'hả', 'nam']",2
@theanh638,Hay thật ❤,❤,,,1,0,0,,"['hay', 'thật']",1
@Tienoan-hr5iw,"Đợt này cảm giác Nam diễn nó quốc tế gì đâu, ngoài hay như bt còn hay ở hình thể và những tương tác nữa. 1 bước tiến mới rồi",,,,0,0,0,đợt cảm_giác nam_diễn quốc_tế hình_thể tương_tác 1 bước_tiến,"['đợt', 'này', 'cảm_giác', 'nam_diễn', 'nó', 'quốc_tế', 'gì', 'đâu', 'ngoài', 'hay', 'như', 'biết', 'còn', 'hay', 'ở', 'hình_thể', 'và', 'những', 'tương_tác', 'nữa', '1', 'bước_tiến', 'mới', 'rồi']",2
@linhteddy18,"11:20 mình để ý lần nào camera lia tới cũng thấy bác trai này luôn ngắm nhìn bác gái rất là ""tình"" luôn á 🥰",🥰,,,1,0,0,1120 để_ý camera lia trai ngắm gái tình,"['1120', 'mình', 'để_ý', 'lần', 'nào', 'camera', 'lia', 'tới', 'cũng', 'thấy', 'bác', 'trai', 'này', 'luôn', 'ngắm', 'nhìn', 'bác', 'gái', 'rất', 'là', 'tình', 'luôn', 'á']",1
@xuanminhbui137,Quá hayyyy,,,,0,0,0,hayyyy,"['quá', 'hayyyy']",2
@thanhphucvlog5877,nice,,,,0,0,0,,['tốt'],2
@vinhkhangnguyen6965,đợi ra clip mới mãi:)))),,,,0,0,0,đợi clip mãi,"['đợi', 'ra', 'clip', 'mới', 'mãi']",2
@djssab2599,hay vậy trời :))6,,,,0,0,0,trời 6,"['hay', 'vậy', 'trời', '6']",2
@hoptran142,"Thấy anh Nam là bấm vô coi liền luôn, hóng qá chời rồi",,,,0,0,0,nam bấm vô coi liền hóng qá chời,"['thấy', 'anh', 'nam', 'là', 'bấm', 'vô', 'coi', 'liền', 'luôn', 'hóng', 'qá', 'chời', 'rồi']",2
@Laothanhnhan,☕🗿,,,,0,0,0,,[],2
@hoanghahp1986,"Cái vibe giống Trấn Thành ghê, xéo xắt, đanh đá, mà nó lại hợp lí 😂 Mình thích nha!",😂,,,1,0,0,vibe trấn_thành ghê_xéo xắt đanh đá hợp_lí nha,"['cái', 'vibe', 'giống', 'trấn_thành', 'ghê_xéo', 'xắt', 'đanh', 'đá', 'mà', 'nó', 'lại', 'hợp_lí', 'mình', 'thích', 'nha']",1
@HaoChansDayy,"Coi vid:
Cơm vô bằng mồm,cơm ra bằng lỗ mũi",,,,0,0,0,coi vid cơm vô mồmcơm lỗ mũi,"['coi', 'vid', 'cơm', 'vô', 'bằng', 'mồmcơm', 'ra', 'bằng', 'lỗ', 'mũi']",2
